norman,"[-1.3782682, -1.9602981, 0.3209759, -0.2608214, 1.1134735, -1.8534851, 0.86989826, -1.6971805, -0.2206688, -1.4966944, 1.0634508, -0.8136296, -0.27919108, -2.3010745, 1.0086087, 0.5342553, 1.4952855, -0.012470502, -0.3989134, -1.3063343, -0.013248414, -0.6291218, -1.3447418, 0.13240653, -0.015291898, 0.6066888, 0.80843365, 2.068593, 0.70152104, 1.080322, -0.1403854, 1.6904973, -0.943081, -0.15598613, 0.70179594, -0.47096273, -1.6748285, 1.4655516, 1.1690238, 0.5960828, -0.6465677, 0.38826323, 0.6848247, -0.711842, -0.44916677, 0.060207434, 0.08901271, -0.86260617, -0.30402756, 0.7737515, 0.3036828, 0.030117694, 0.4217872, -0.1707203, 0.13690744, 0.3915422, -0.34725457, 0.035678755, -1.0885595, 0.1626626, -0.3723332, -1.2693424, -0.25787252, 1.1199872, -0.07332526, 1.6735034, 0.8707021, 0.43754378, 1.0347387, 0.21832055, 0.43031693, -1.3741176, 0.31318069, -0.7619475, 0.08250514, 1.348628, 0.1822367, 0.69748646, -2.040743, 0.29938626, -0.83040404, 0.9731786, -1.0786815, 0.47428557, 0.1883391, 0.1865103, 1.6551636, -1.5199523, -2.4255931, 0.8179138, 2.0929618, 0.078039564, 0.12816721, -0.07320283, -0.2990227, 0.52069086, -1.2189039, 0.43915698, -1.4368799, -0.6458516, -0.9785205, -0.14938474, 2.1516361, -0.6919817, 0.53000027, -0.095991895, -0.66751283, -0.3225091, -0.27533174, -0.630354, 0.6629412, -0.28497797, -0.13605969, 0.6111836, 0.7339184, 0.16446754, -0.232247, 1.5294749, -0.74644834, 0.6008414, 0.3494081, 0.5121099, 1.7462187, -0.27225316, -0.28571367, -0.35569224, -1.0656347, -0.24682063]"
xiaomi,"[1.0816538, -0.53216934, -0.21368608, -0.9169593, -0.6463722, 0.5314711, -0.45777678, -0.6443627, 0.12450815, -0.8194366, -0.11524511, -0.57234263, 0.3028031, -0.84004366, -0.32272953, 0.10025151, 0.52431273, -1.0757188, 1.4526981, 0.09475304, -0.18813288, 0.6621468, -0.8452414, 1.3708613, 0.8361056, 0.62245536, 0.3385916, 1.568611, -0.083713904, -0.5534393, -0.4188926, 1.1085616, -0.12994996, -0.5260857, -0.040355273, -0.037890777, 0.5364858, -0.65339553, 0.6442941, 0.29388916, 0.10652533, 0.82294, 0.36420414, -0.8981132, -0.9417959, 0.08124779, 0.49500486, 0.3569846, -0.6630559, 1.2613872, 0.41447723, 0.8971624, 0.7650772, -0.43881956, 0.5011196, 1.037751, -0.59260124, -0.6592182, 0.266606, 0.7352131, 0.9722746, -0.38570935, 0.8520299, 1.5618902, 0.1437585, 1.6845165, 1.1003089, 1.3438857, 0.49362594, -0.01676467, -0.36785164, -0.675864, 1.3233782, -1.3190813, -0.61374295, 0.988919, -0.34198302, 0.3931619, -0.4892546, -0.6461854, -1.0858573, 0.38085422, 0.01778847, 1.4769564, 1.2881963, -1.6568592, 0.99300015, -0.9815601, 0.55228746, -0.005734952, 1.22206, -0.56201184, -0.09777005, 0.032766648, 0.6784429, 0.53354716, -0.17885384, -0.23203376, -1.7959795, -0.14604273, 1.3753017, 0.77347696, 1.2914454, -0.8232353, -1.1763461, -0.2932998, -0.63027304, 0.7423216, 0.013779018, -1.1225915, 0.024089238, 0.005380437, 0.99427104, 0.56867814, 0.11971128, -0.01917439, -0.6876764, 1.478358, 0.67927223, 0.32839766, 0.30633843, 0.09292543, 1.4746855, 0.41405898, 1.9516095, -1.8354845, 1.2015338, -0.2911132]"
